Zaman damgası,Cinsiyetiniz nedir?,Kaçıncı sınıfta eğitim görüyorsunuz?,Hangi fakültede öğrenim görüyorsunuz?,Not ortalamanız hangi sistem üzerinden hesaplanıyor?,4'lük sistemde geçen dönemki ortalamanızı giriniz (Küsüratlı değerleri virgül yerine noktayla ayırınız. Örn: 2.15):,4'lük sistemde genel ortalamanızı giriniz (Küsüratlı değerleri virgül yerine noktayla ayırınız. Örn: 2.15):,100'lük sistemde geçen dönemki ortalamanızı giriniz (Küsüratlı değerleri virgül yerine noktayla ayırınız. Örn: 93.5):,100'lük sistemde genel ortalamanızı giriniz (Küsüratlı değerleri virgül yerine noktayla ayırınız. Örn: 93.5):,Önceki dönem aldığınız ders sayısını giriniz:,Önceki dönem başarısız olduğunuz ders sayısını giriniz:,Haftada kaç saat ders çalışıyorsunuz?,Sınav haftaları kaç saat ders çalışıyorsunuz?,Annenizin eğitim durumu nedir?,Babanızın eğitim durumu nedir?,Evinizin aylık toplam geliri ne kadardır?,Bir işte çalışıyor musunuz?,Eğitim-öğretim dönemi içerisinde nerede ikamet ediyorsunuz?,Günlük ortalama ekran sürenizi seçiniz:,Günlük ortalama uyku sürenizi seçiniz:
11.03.2026 22:48:43,Kadın,2.sınıf,Diğer,4'lük sistem,3.14,3.45,,,9,0,0-5 saat,5-10 saat,İlkokul,Lise,0 - 28.075 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 22:52:13,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.24,3.24,,,7,0,10-20 saat,20-30 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
11.03.2026 22:58:15,Erkek,3.sınıf,Mühendislik Fakültesi,4'lük sistem,3.15,2.75,,,6,0,10-20 saat,30-50 saat,Lise,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,7 - 10 saat,7 - 10 saat
11.03.2026 22:58:15,Erkek,3.sınıf,Diğer,4'lük sistem,2.85,3.25,,,8,0,5-10 saat,30-50 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Diğer,0 - 3 saat,3 - 6 saat
11.03.2026 23:05:24,Erkek,3.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.67,2.51,,,10,1,20-30 saat,0-5 saat,İlkokul,İlkokul,0 - 28.075 TL,Çalışmıyorum.,Öğrenci evi,0 - 3 saat,7 - 10 saat
11.03.2026 23:05:47,Kadın,2.sınıf,Diğer,4'lük sistem,3.40,3.15,,,14,0,0-5 saat,0-5 saat,Üniversite,İlkokul,0 - 28.075 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 23:06:44,Erkek,4.sınıf,Mühendislik Fakültesi,4'lük sistem,2.20,2.20,,,9,2,0-5 saat,20-30 saat,Hiçbiri,Ortaokul,28.075 - 60.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,10 - 15 saat
11.03.2026 23:07:57,Kadın,1.sınıf,Diğer,4'lük sistem,2,2,,,11,5,5-10 saat,0-5 saat,İlkokul,Lise,28.075 - 60.000 TL,Çalışmıyorum.,Diğer,3 - 6 saat,7 - 10 saat
11.03.2026 23:08:44,Erkek,1.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.63,2.63,,,7,2,0-5 saat,20-30 saat,İlkokul,Ortaokul,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
11.03.2026 23:26:37,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,2.20,2.45,,,6,1,5-10 saat,5-10 saat,Üniversite,Üniversite,28.075 - 60.000 TL,Part-Time çalışıyorum.,Aile evi,7 - 10 saat,7 - 10 saat
11.03.2026 23:44:14,Erkek,4.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,100'lük sistem,,,100.00,100.00,9,0,50+ saat,50+ saat,İlkokul,İlkokul,28.075 - 60.000 TL,Part-Time çalışıyorum.,Aile evi,15 - 24 saat,3 - 6 saat
11.03.2026 23:52:17,Kadın,2.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,3.1,3.2,,,8,0,5-10 saat,10-20 saat,Lise,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,0 - 3 saat,7 - 10 saat
12.03.2026 00:12:21,Kadın,2.sınıf,Havacılık ve Uzay Bilimleri Fakültesi,4'lük sistem,2.59,3.12,,,6,1,5-10 saat,5-10 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,10 - 15 saat,7 - 10 saat
12.03.2026 00:39:36,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.75,3.75,,,6,0,10-20 saat,20-30 saat,Lise,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
12.03.2026 01:18:19,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,3.19,3.3,,,9,0,5-10 saat,50+ saat,Lise,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,0 - 3 saat,7 - 10 saat
12.03.2026 02:27:10,Erkek,3.sınıf,Mühendislik Fakültesi,4'lük sistem,2.74,2.62,,,9,0,0-5 saat,30-50 saat,Ortaokul,Lise,90.000+ TL,Çalışmıyorum.,Diğer,3 - 6 saat,3 - 6 saat
12.03.2026 02:59:09,Kadın,5.sınıf,Mühendislik Fakültesi,4'lük sistem,4,3.90,,,5,0,10-20 saat,30-50 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,7 - 10 saat,7 - 10 saat
12.03.2026 03:20:34,Erkek,4.sınıf,Mühendislik Fakültesi,4'lük sistem,2.8,2.8,,,5,0,0-5 saat,20-30 saat,İlkokul,İlkokul,90.000+ TL,Part-Time çalışıyorum.,Öğrenci evi,3 - 6 saat,7 - 10 saat
12.03.2026 03:21:58,Erkek,Hazırlık,Diğer,100'lük sistem,,,78.2,78.2,1,1,0-5 saat,0-5 saat,Lise,İlkokul,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
12.03.2026 03:46:44,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,2.42,1.82,,,6,1,5-10 saat,30-50 saat,Lise,İlkokul,90.000+ TL,Çalışmıyorum.,Yurt,7 - 10 saat,3 - 6 saat
12.03.2026 03:48:16,Kadın,2.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.35,1.85,,,9,3,0-5 saat,0-5 saat,Lise,Lise,0 - 28.075 TL,Çalışmıyorum.,Yurt,7 - 10 saat,3 - 6 saat
12.03.2026 05:11:51,Kadın,3.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,3.33,3.13,,,9,0,0-5 saat,30-50 saat,İlkokul,İlkokul,28.075 - 60.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
12.03.2026 05:26:32,Erkek,Diğer,Diğer,4'lük sistem,2.89,2.9,,,8,9,5-10 saat,5-10 saat,İlkokul,Lise,28.075 - 60.000 TL,Çalışmıyorum.,Öğrenci evi,0 - 3 saat,7 - 10 saat
12.03.2026 05:30:57,Kadın,6.sınıf,Havacılık ve Uzay Bilimleri Fakültesi,100'lük sistem,,,93.5,93.5,7,1,10-20 saat,20-30 saat,İlkokul,Lise,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,0 - 3 saat,3 - 6 saat
12.03.2026 05:32:54,Kadın,Diğer,Diğer,100'lük sistem,,,60.00,60.00,3,3,0-5 saat,0-5 saat,Hiçbiri,Hiçbiri,60.000 - 90.000 TL,Full-Time çalışıyorum.,Aile evi,0 - 3 saat,7 - 10 saat
12.03.2026 05:37:20,Kadın,4.sınıf,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,4'lük sistem,3.15,2.90,,,6,2,5-10 saat,5-10 saat,Hiçbiri,İlkokul,28.075 - 60.000 TL,Full-Time çalışıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
12.03.2026 05:47:30,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.12,3.12,,,8,0,20-30 saat,0-5 saat,Lise,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
12.03.2026 05:56:22,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.48,3.48,,,4,0,5-10 saat,10-20 saat,Üniversite,Üniversite,28.075 - 60.000 TL,Part-Time çalışıyorum.,Aile evi,7 - 10 saat,3 - 6 saat
12.03.2026 05:57:28,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,1.12,1.80,,,6,3,0-5 saat,20-30 saat,Lise,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
12.03.2026 05:59:42,Erkek,1.sınıf,Hukuk Fakültesi,4'lük sistem,2.70,2.70,,,10,1,5-10 saat,20-30 saat,Lise,İlkokul,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
12.03.2026 06:30:50,Erkek,1.sınıf,Diğer,4'lük sistem,1.56,2.03,,,6,2,0-5 saat,0-5 saat,Lise,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Öğrenci evi,3 - 6 saat,7 - 10 saat
12.03.2026 08:01:55,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,3.23,3.4,,,6,1,5-10 saat,5-10 saat,Lise,Üniversite,28.075 - 60.000 TL,Part-Time çalışıyorum.,Yurt,10 - 15 saat,3 - 6 saat
12.03.2026 08:59:17,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,2.46,2.46,,,7,1,10-20 saat,30-50 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
12.03.2026 09:16:29,Erkek,2.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.15,2.18,,,12,2,10-20 saat,20-30 saat,Üniversite,Üniversite,28.075 - 60.000 TL,Full-Time çalışıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
12.03.2026 09:24:14,Erkek,Hazırlık,Mühendislik Fakültesi,4'lük sistem,4,4,,,12,0,50+ saat,50+ saat,Hiçbiri,Hiçbiri,90.000+ TL,Full-Time çalışıyorum.,Öğrenci evi,15 - 24 saat,15 - 24 saat
12.03.2026 09:56:22,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.73,3.73,,,9,0,0-5 saat,5-10 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Part-Time çalışıyorum.,Yurt,3 - 6 saat,7 - 10 saat
12.03.2026 10:23:27,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.16,3.16,,,7,0,0-5 saat,10-20 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,7 - 10 saat,3 - 6 saat
12.03.2026 10:25:46,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,2.38,2.36,,,7,2,5-10 saat,30-50 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Öğrenci evi,3 - 6 saat,3 - 6 saat
12.03.2026 10:39:23,Erkek,4.sınıf,Mühendislik Fakültesi,4'lük sistem,3.90,3.75,,,8,8,0-5 saat,5-10 saat,Ortaokul,İlkokul,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,3 - 6 saat
12.03.2026 10:39:35,Kadın,1.sınıf,Güzel Sanatlar ve Mimarlık Fakültesi,4'lük sistem,3.63,3.67,,,10,0,5-10 saat,10-20 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,3 - 6 saat,3 - 6 saat
12.03.2026 10:39:41,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.44,3.44,,,7,0,20-30 saat,30-50 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Öğrenci evi,3 - 6 saat,7 - 10 saat
12.03.2026 10:42:27,Erkek,Diğer,Diğer,4'lük sistem,2.91,2.89,,,1,0,0-5 saat,0-5 saat,Lise,Ortaokul,28.075 - 60.000 TL,Full-Time çalışıyorum.,Aile evi,0 - 3 saat,7 - 10 saat
12.03.2026 10:52:11,Erkek,4.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.95,2.95,,,5,3,5-10 saat,10-20 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Diğer,3 - 6 saat,7 - 10 saat
12.03.2026 11:26:32,Erkek,Hazırlık,Mühendislik Fakültesi,4'lük sistem,0,0,,,1,1,0-5 saat,5-10 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
12.03.2026 11:49:42,Kadın,1.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.40,3.40,,,11,0,0-5 saat,20-30 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
12.03.2026 11:58:27,Kadın,Diğer,Diğer,4'lük sistem,2.31,2.31,,,9,3,0-5 saat,50+ saat,Hiçbiri,Hiçbiri,90.000+ TL,Çalışmıyorum.,Diğer,15 - 24 saat,15 - 24 saat
12.03.2026 12:08:46,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,3.13,3.11,,,11,0,5-10 saat,5-10 saat,İlkokul,Lise,60.000 - 90.000 TL,Full-Time çalışıyorum.,Öğrenci evi,0 - 3 saat,7 - 10 saat
12.03.2026 12:22:44,Kadın,Hazırlık,Mühendislik Fakültesi,4'lük sistem,2.15,2.15,,,7,7,0-5 saat,0-5 saat,İlkokul,İlkokul,0 - 28.075 TL,Çalışmıyorum.,Diğer,15 - 24 saat,0 - 3 saat
12.03.2026 12:27:46,Erkek,1.sınıf,Diğer,4'lük sistem,2.17,2.17,,,11,1,0-5 saat,0-5 saat,Lise,Lise,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
12.03.2026 12:42:59,Erkek,Diğer,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,100'lük sistem,,,80.2,70.3,12,2,0-5 saat,50+ saat,İlkokul,Ortaokul,90.000+ TL,Çalışmıyorum.,Öğrenci evi,3 - 6 saat,3 - 6 saat
12.03.2026 12:51:07,Erkek,2.sınıf,Diğer,4'lük sistem,3.80,3.28,,,6,0,0-5 saat,10-20 saat,Üniversite,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
12.03.2026 12:54:24,Kadın,2.sınıf,Mühendislik Fakültesi,4'lük sistem,3.78,3.68,,,7,0,10-20 saat,50+ saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
12.03.2026 13:00:12,Erkek,3.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2,2,,,5,0,0-5 saat,5-10 saat,Lise,Lise,60.000 - 90.000 TL,Full-Time çalışıyorum.,Aile evi,7 - 10 saat,7 - 10 saat
12.03.2026 13:18:29,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.88,3.88,,,7,0,0-5 saat,10-20 saat,Lise,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
12.03.2026 13:19:42,Erkek,1.sınıf,Diğer,4'lük sistem,0.00,0.00,,,7,0,20-30 saat,20-30 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
12.03.2026 13:26:13,Erkek,4.sınıf,Mühendislik Fakültesi,4'lük sistem,3,2.86,,,7,7,0-5 saat,0-5 saat,İlkokul,İlkokul,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
12.03.2026 13:54:52,Kadın,1.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,100'lük sistem,,,99.9,98.80,15,0,50+ saat,50+ saat,İlkokul,İlkokul,90.000+ TL,Full-Time çalışıyorum.,Diğer,15 - 24 saat,15 - 24 saat
12.03.2026 13:59:49,Kadın,2.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.50,3.52,,,4,0,10-20 saat,30-50 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
12.03.2026 14:02:59,Erkek,1.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.67,2.67,,,7,0,0-5 saat,5-10 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
12.03.2026 14:05:05,Erkek,3.sınıf,Hukuk Fakültesi,4'lük sistem,2.41,2.29,,,15,1,0-5 saat,10-20 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Öğrenci evi,3 - 6 saat,7 - 10 saat
12.03.2026 14:14:09,Kadın,2.sınıf,Diğer,4'lük sistem,3.3,3.3,,,12,0,0-5 saat,20-30 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,7 - 10 saat,7 - 10 saat
12.03.2026 14:27:47,Erkek,3.sınıf,Güzel Sanatlar ve Mimarlık Fakültesi,4'lük sistem,3.10,4,,,10,8,10-20 saat,10-20 saat,Lise,Lise,60.000 - 90.000 TL,Full-Time çalışıyorum.,Diğer,7 - 10 saat,7 - 10 saat
12.03.2026 14:30:44,Erkek,1.sınıf,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,4'lük sistem,3.43,3.43,,,9,1,5-10 saat,10-20 saat,İlkokul,Lise,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,10 - 15 saat,7 - 10 saat
12.03.2026 14:37:22,Kadın,4.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,3.20,2.95,,,6,0,0-5 saat,10-20 saat,Ortaokul,Lise,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
12.03.2026 14:48:50,Erkek,4.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,2.7,3.1,,,4,1,10-20 saat,20-30 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Part-Time çalışıyorum.,Yurt,0 - 3 saat,7 - 10 saat
12.03.2026 16:48:15,Erkek,3.sınıf,Mühendislik Fakültesi,4'lük sistem,3.21,3.31,,,6,0,10-20 saat,20-30 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Öğrenci evi,3 - 6 saat,7 - 10 saat
12.03.2026 16:56:28,Erkek,1.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,2.9,2.9,,,11,3,0-5 saat,5-10 saat,İlkokul,Üniversite,90.000+ TL,Çalışmıyorum.,Yurt,10 - 15 saat,7 - 10 saat
12.03.2026 17:03:26,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.85,3.85,,,8,0,20-30 saat,30-50 saat,İlkokul,Ortaokul,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,3 - 6 saat
12.03.2026 17:16:09,Erkek,1.sınıf,Diğer,100'lük sistem,,,95.00,100.00,10,0,5-10 saat,20-30 saat,Üniversite,Lise,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
12.03.2026 17:41:41,Erkek,3.sınıf,Mühendislik Fakültesi,4'lük sistem,2.67,3.67,,,11,3,5-10 saat,20-30 saat,Lise,Ortaokul,90.000+ TL,Part-Time çalışıyorum.,Yurt,3 - 6 saat,3 - 6 saat
12.03.2026 17:41:58,Erkek,Diğer,Hukuk Fakültesi,100'lük sistem,,,97.8,99.00,13,2,30-50 saat,10-20 saat,Üniversite,Lise,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
12.03.2026 18:56:47,Kadın,3.sınıf,Güzel Sanatlar ve Mimarlık Fakültesi,4'lük sistem,3.09,3.53,,,6,1,0-5 saat,5-10 saat,Üniversite,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Öğrenci evi,10 - 15 saat,7 - 10 saat
12.03.2026 20:32:14,Erkek,1.sınıf,Diğer,4'lük sistem,2.26,2.26,,,8,2,0-5 saat,10-20 saat,Lise,Ortaokul,28.075 - 60.000 TL,Part-Time çalışıyorum.,Yurt,7 - 10 saat,10 - 15 saat
12.03.2026 20:35:11,Erkek,2.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,2.7,2.9,,,9,2,20-30 saat,20-30 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
12.03.2026 21:10:11,Erkek,1.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.6,3.6,,,7,6,5-10 saat,10-20 saat,İlkokul,İlkokul,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,0 - 3 saat,7 - 10 saat
12.03.2026 21:41:54,Erkek,1.sınıf,Havacılık ve Uzay Bilimleri Fakültesi,4'lük sistem,3.76,3.68,,,13,0,10-20 saat,30-50 saat,Üniversite,Lise,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
12.03.2026 21:49:50,Erkek,1.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.22,3.22,,,10,0,0-5 saat,10-20 saat,İlkokul,İlkokul,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,15 - 24 saat,7 - 10 saat
12.03.2026 22:13:31,Erkek,1.sınıf,Mühendislik Fakültesi,4'lük sistem,3.97,3.97,,,7,0,0-5 saat,10-20 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Öğrenci evi,7 - 10 saat,7 - 10 saat
13.03.2026 01:00:40,Erkek,Hazırlık,Diğer,4'lük sistem,3.44,3.14,,,7,0,5-10 saat,20-30 saat,Üniversite,Üniversite,90.000+ TL,Part-Time çalışıyorum.,Öğrenci evi,0 - 3 saat,7 - 10 saat
13.03.2026 02:05:43,Kadın,3.sınıf,Diğer,4'lük sistem,3.64,3.22,,,9,0,5-10 saat,20-30 saat,Lise,Ortaokul,28.075 - 60.000 TL,Part-Time çalışıyorum.,Öğrenci evi,10 - 15 saat,7 - 10 saat
13.03.2026 02:27:11,Erkek,Hazırlık,Mühendislik Fakültesi,100'lük sistem,,,83.2,85.1,15,3,0-5 saat,0-5 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Öğrenci evi,15 - 24 saat,0 - 3 saat
13.03.2026 07:55:31,Erkek,2.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,3.41,3.27,,,8,0,0-5 saat,10-20 saat,Üniversite,Lise,0 - 28.075 TL,Çalışmıyorum.,Öğrenci evi,3 - 6 saat,7 - 10 saat
13.03.2026 15:12:35,Erkek,2.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,2.67,2.85,,,13,0,0-5 saat,20-30 saat,İlkokul,Lise,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
13.03.2026 22:19:20,Erkek,1.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.8,3.63,,,5,0,30-50 saat,50+ saat,Lise,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
13.03.2026 22:43:33,Erkek,3.sınıf,Eğitim/Fen Fakültesi,4'lük sistem,2.76,3.06,,,10,2,0-5 saat,0-5 saat,İlkokul,Ortaokul,60.000 - 90.000 TL,Part-Time çalışıyorum.,Aile evi,7 - 10 saat,7 - 10 saat
14.03.2026 08:20:21,Erkek,2.sınıf,Diğer,4'lük sistem,0.95,2.43,,,10,8,0-5 saat,5-10 saat,İlkokul,İlkokul,90.000+ TL,Full-Time çalışıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
14.03.2026 12:04:45,Erkek,4.sınıf,Güzel Sanatlar ve Mimarlık Fakültesi,4'lük sistem,4,3.16,,,6,0,0-5 saat,0-5 saat,Lise,Üniversite,90.000+ TL,Çalışmıyorum.,Diğer,10 - 15 saat,7 - 10 saat
14.03.2026 16:06:25,Erkek,2.sınıf,Mühendislik Fakültesi,4'lük sistem,3.15,2.75,,,6,3,0-5 saat,5-10 saat,Lise,Ortaokul,90.000+ TL,Çalışmıyorum.,Aile evi,3 - 6 saat,3 - 6 saat
22.04.2026 09:49:18,Kadın,2.sınıf,Diğer,4'lük sistem,2.79,2.84,,,9,0,0-5 saat,0-5 saat,Üniversite,İlkokul,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
22.04.2026 09:49:25,Kadın,2.sınıf,Diğer,4'lük sistem,2.59,2.59,,,8,1,0-5 saat,5-10 saat,Lise,Lise,90.000+ TL,Çalışmıyorum.,Öğrenci evi,0 - 3 saat,3 - 6 saat
22.04.2026 09:49:42,Erkek,2.sınıf,Diğer,4'lük sistem,2.4,2.1,,,8,1,5-10 saat,5-10 saat,Ortaokul,Ortaokul,90.000+ TL,Full-Time çalışıyorum.,Öğrenci evi,7 - 10 saat,3 - 6 saat
22.04.2026 09:49:46,Erkek,2.sınıf,Diğer,4'lük sistem,2.70,3.03,,,6,0,0-5 saat,10-20 saat,Lise,Üniversite,0 - 28.075 TL,Çalışmıyorum.,Yurt,7 - 10 saat,7 - 10 saat
22.04.2026 09:50:10,Kadın,2.sınıf,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,4'lük sistem,3.32,3.55,,,7,0,0-5 saat,10-20 saat,İlkokul,Lise,28.075 - 60.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
22.04.2026 09:50:23,Erkek,2.sınıf,Diğer,4'lük sistem,2.05,2.15,,,8,1,0-5 saat,5-10 saat,Üniversite,Üniversite,60.000 - 90.000 TL,Çalışmıyorum.,Aile evi,3 - 6 saat,7 - 10 saat
22.04.2026 09:50:24,Kadın,2.sınıf,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,4'lük sistem,3.50,3.10,,,7,2,0-5 saat,5-10 saat,Üniversite,Üniversite,90.000+ TL,Çalışmıyorum.,Aile evi,0 - 3 saat,7 - 10 saat
22.04.2026 09:50:24,Kadın,2.sınıf,Sağlık Bilimleri/Hemşirelik/Tıp/Diş Hekimliği Fakültesi,4'lük sistem,3.10,2.90,,,6,0,0-5 saat,20-30 saat,İlkokul,İlkokul,90.000+ TL,Çalışmıyorum.,Aile evi,0 - 3 saat,7 - 10 saat
22.04.2026 09:50:34,Erkek,2.sınıf,Diğer,4'lük sistem,2.90,2.40,,,6,0,0-5 saat,5-10 saat,İlkokul,İlkokul,60.000 - 90.000 TL,Part-Time çalışıyorum.,Aile evi,7 - 10 saat,7 - 10 saat
22.04.2026 09:50:42,Kadın,2.sınıf,Sosyal ve Beşeri Bilimler/Siyasal Bilgiler Fakültesi,4'lük sistem,2.98,2.6,,,9,0,20-30 saat,10-20 saat,Lise,Üniversite,28.075 - 60.000 TL,Çalışmıyorum.,Yurt,3 - 6 saat,7 - 10 saat
